timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1775321590794,4,Login with charlie@test.com,200,OK,Thread Group 1-93,text,true,,360,232,100,100,http://localhost:3000/api/login,3,0,1
1775321590803,4,Dashboard for alice@test.com,200,OK,Thread Group 1-16,text,true,,406,218,100,100,http://localhost:3000/api/dashboard,4,0,0
1775321588297,17,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-16,,true,,762,448,100,100,null,17,2509,1
1775321590829,4,Login with diana@test.com,200,OK,Thread Group 1-99,text,true,,355,230,100,100,http://localhost:3000/api/login,3,0,2
1775321590834,2,Login with bob@test.com,200,OK,Thread Group 1-82,text,true,,351,228,100,100,http://localhost:3000/api/login,2,0,1
1775321590838,2,Dashboard for eve@test.com,200,OK,Thread Group 1-65,text,true,,405,218,100,100,http://localhost:3000/api/dashboard,2,0,0
1775321588724,5,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-65,,true,,757,446,100,100,null,5,2111,1
1775321590850,2,Login with bob@test.com,200,OK,Thread Group 1-37,text,true,,351,228,100,100,http://localhost:3000/api/login,2,0,0
1775321590866,3,Login with diana@test.com,200,OK,Thread Group 1-19,text,true,,356,230,100,100,http://localhost:3000/api/login,3,0,2
1775321590887,3,Login with eve@test.com,200,OK,Thread Group 1-15,text,true,,352,228,100,100,http://localhost:3000/api/login,3,0,1
1775321590887,4,Login with bob@test.com,200,OK,Thread Group 1-57,text,true,,352,228,100,100,http://localhost:3000/api/login,4,0,1
1775321590945,4,Login with alice@test.com,200,OK,Thread Group 1-56,text,true,,356,230,100,100,http://localhost:3000/api/login,4,0,1
1775321590969,3,Dashboard for eve@test.com,200,OK,Thread Group 1-10,text,true,,404,217,100,100,http://localhost:3000/api/dashboard,3,0,0
1775321588240,136,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-10,,true,,755,445,100,100,null,135,2597,65
1775321590972,4,Login with alice@test.com,200,OK,Thread Group 1-66,text,true,,356,230,100,100,http://localhost:3000/api/login,4,0,1
1775321590987,4,Login with eve@test.com,200,OK,Thread Group 1-7,text,true,,351,228,100,100,http://localhost:3000/api/login,4,0,2
1775321591035,4,Login with diana@test.com,200,OK,Thread Group 1-34,text,true,,356,230,100,100,http://localhost:3000/api/login,4,0,1
1775321591043,5,Login with charlie@test.com,200,OK,Thread Group 1-23,text,true,,360,232,100,100,http://localhost:3000/api/login,5,0,2
1775321591071,2,Dashboard for alice@test.com,200,OK,Thread Group 1-76,text,true,,407,218,100,100,http://localhost:3000/api/dashboard,2,0,0
1775321588827,6,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-76,,true,,763,448,100,100,null,6,2241,2
1775321591080,4,Login with charlie@test.com,200,OK,Thread Group 1-38,text,true,,360,232,100,100,http://localhost:3000/api/login,4,0,1
1775321591093,3,Dashboard for charlie@test.com,200,OK,Thread Group 1-4,text,true,,408,217,100,100,http://localhost:3000/api/dashboard,3,0,0
1775321588222,134,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-4,,true,,767,449,100,100,null,134,2742,65
1775321591108,3,Login with diana@test.com,200,OK,Thread Group 1-39,text,true,,356,230,100,100,http://localhost:3000/api/login,3,0,1
1775321591110,2,Login with diana@test.com,200,OK,Thread Group 1-49,text,true,,355,230,100,100,http://localhost:3000/api/login,2,0,1
1775321591123,4,Login with eve@test.com,200,OK,Thread Group 1-75,text,true,,352,228,100,100,http://localhost:3000/api/login,4,0,0
1775321591127,4,Login with charlie@test.com,200,OK,Thread Group 1-18,text,true,,360,232,100,100,http://localhost:3000/api/login,4,0,2
1775321591136,3,Dashboard for diana@test.com,200,OK,Thread Group 1-14,text,true,,405,218,100,100,http://localhost:3000/api/dashboard,3,0,0
1775321588276,24,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-14,,true,,761,448,100,100,null,24,2840,2
1775321591143,5,Login with alice@test.com,200,OK,Thread Group 1-36,text,true,,356,230,100,100,http://localhost:3000/api/login,5,0,2
1775321591179,4,Login with eve@test.com,200,OK,Thread Group 1-20,text,true,,352,228,100,100,http://localhost:3000/api/login,4,0,2
1775321591192,4,Login with diana@test.com,200,OK,Thread Group 1-6,text,true,,354,230,100,100,http://localhost:3000/api/login,4,0,2
1775321591198,5,Login with charlie@test.com,200,OK,Thread Group 1-58,text,true,,359,232,100,100,http://localhost:3000/api/login,5,0,3
1775321591203,3,Login with bob@test.com,200,OK,Thread Group 1-52,text,true,,352,228,100,100,http://localhost:3000/api/login,3,0,1
1775321591213,3,Login with charlie@test.com,200,OK,Thread Group 1-53,text,true,,360,232,100,100,http://localhost:3000/api/login,2,0,0
1775321591220,3,Login with charlie@test.com,200,OK,Thread Group 1-68,text,true,,360,232,100,100,http://localhost:3000/api/login,3,0,1
1775321591240,3,Dashboard for bob@test.com,200,OK,Thread Group 1-32,text,true,,405,218,100,100,http://localhost:3000/api/dashboard,3,0,0
1775321588445,67,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-32,,true,,757,446,100,100,null,67,2732,1
1775321591255,4,Login with diana@test.com,200,OK,Thread Group 1-74,text,true,,356,230,100,100,http://localhost:3000/api/login,4,0,2
1775321591266,4,Dashboard for bob@test.com,200,OK,Thread Group 1-47,text,true,,404,218,100,100,http://localhost:3000/api/dashboard,4,0,0
1775321588566,7,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-47,,true,,756,446,100,100,null,7,2699,1
1775321591273,5,Login with alice@test.com,200,OK,Thread Group 1-61,text,true,,356,230,100,100,http://localhost:3000/api/login,5,0,2
1775321591303,5,Login with eve@test.com,200,OK,Thread Group 1-85,text,true,,351,228,100,100,http://localhost:3000/api/login,5,0,2
1775321591318,3,Login with charlie@test.com,200,OK,Thread Group 1-83,text,true,,359,232,100,100,http://localhost:3000/api/login,3,0,2
1775321591343,5,Login with charlie@test.com,200,OK,Thread Group 1-48,text,true,,360,232,100,100,http://localhost:3000/api/login,5,0,1
1775321591350,6,Login with bob@test.com,200,OK,Thread Group 1-27,text,true,,352,228,100,100,http://localhost:3000/api/login,6,0,2
1775321591368,5,Login with eve@test.com,200,OK,Thread Group 1-50,text,true,,352,228,100,100,http://localhost:3000/api/login,5,0,2
1775321591395,3,Dashboard for bob@test.com,200,OK,Thread Group 1-42,text,true,,405,217,100,100,http://localhost:3000/api/dashboard,3,0,0
1775321588530,6,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-42,,true,,756,445,100,100,null,6,2864,1
1775321591407,3,Dashboard for bob@test.com,200,OK,Thread Group 1-72,text,true,,405,217,100,100,http://localhost:3000/api/dashboard,3,0,0
1775321588789,10,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-72,,true,,756,445,100,100,null,10,2612,2
1775321591432,3,Login with alice@test.com,200,OK,Thread Group 1-86,text,true,,356,230,100,100,http://localhost:3000/api/login,3,0,1
1775321591444,5,Login with diana@test.com,200,OK,Thread Group 1-79,text,true,,357,230,100,100,http://localhost:3000/api/login,5,0,2
1775321591483,4,Login with eve@test.com,200,OK,Thread Group 1-95,text,true,,351,228,100,100,http://localhost:3000/api/login,4,0,1
1775321591515,4,Login with diana@test.com,200,OK,Thread Group 1-89,text,true,,356,230,100,100,http://localhost:3000/api/login,4,0,1
1775321591519,3,Login with diana@test.com,200,OK,Thread Group 1-84,text,true,,356,230,100,100,http://localhost:3000/api/login,3,0,1
1775321591521,4,Login with alice@test.com,200,OK,Thread Group 1-81,text,true,,354,230,100,100,http://localhost:3000/api/login,4,0,1
1775321591525,5,Login with eve@test.com,200,OK,Thread Group 1-80,text,true,,352,228,100,100,http://localhost:3000/api/login,5,0,2
1775321591570,4,Login with diana@test.com,200,OK,Thread Group 1-54,text,true,,356,230,100,100,http://localhost:3000/api/login,4,0,2
1775321591593,4,Login with bob@test.com,200,OK,Thread Group 1-87,text,true,,352,228,100,100,http://localhost:3000/api/login,4,0,1
1775321591632,4,Login with charlie@test.com,200,OK,Thread Group 1-88,text,true,,360,232,100,100,http://localhost:3000/api/login,4,0,1
1775321591702,3,Dashboard for alice@test.com,200,OK,Thread Group 1-1,text,true,,406,218,100,100,http://localhost:3000/api/dashboard,3,0,0
1775321588222,7,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-1,,true,,762,448,100,100,null,7,3477,1
1775321591823,2,Dashboard for diana@test.com,200,OK,Thread Group 1-59,text,true,,406,218,100,100,http://localhost:3000/api/dashboard,2,0,0
1775321588673,5,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-59,,true,,762,448,100,100,null,5,3149,1
1775321591823,4,Dashboard for eve@test.com,200,OK,Thread Group 1-45,text,true,,405,218,100,100,http://localhost:3000/api/dashboard,4,0,0
1775321588548,9,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-45,,true,,757,446,100,100,null,9,3270,2
1775321591859,3,Dashboard for bob@test.com,200,OK,Thread Group 1-92,text,true,,404,217,100,100,http://localhost:3000/api/dashboard,3,0,0
1775321588978,7,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-92,,true,,755,445,100,100,null,7,2878,1
1775321591960,3,Dashboard for eve@test.com,200,OK,Thread Group 1-25,text,true,,405,218,100,100,http://localhost:3000/api/dashboard,3,0,0
1775321588380,9,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-25,,true,,757,446,100,100,null,9,3575,2
1775321591990,3,Dashboard for alice@test.com,200,OK,Thread Group 1-26,text,true,,406,218,100,100,http://localhost:3000/api/dashboard,2,0,0
1775321588388,5,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-26,,true,,762,448,100,100,null,4,3600,0
1775321591989,6,Login with eve@test.com,200,OK,Thread Group 1-100,text,true,,352,228,100,100,http://localhost:3000/api/login,6,0,1
1775321591991,7,Login with alice@test.com,200,OK,Thread Group 1-96,text,true,,356,230,100,100,http://localhost:3000/api/login,7,0,1
1775321591997,2,Dashboard for diana@test.com,200,OK,Thread Group 1-19,text,true,,406,218,100,100,http://localhost:3000/api/dashboard,2,0,0
1775321588322,5,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-19,,true,,762,448,100,100,null,5,3673,2
1775321592023,3,Dashboard for bob@test.com,200,OK,Thread Group 1-12,text,true,,404,218,100,100,http://localhost:3000/api/dashboard,2,0,0
1775321588260,8,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-12,,true,,756,446,100,100,null,7,3759,1
1775321592030,3,Dashboard for alice@test.com,200,OK,Thread Group 1-56,text,true,,407,218,100,100,http://localhost:3000/api/dashboard,3,0,0
1775321588647,7,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-56,,true,,763,448,100,100,null,7,3380,1
1775321592036,2,Dashboard for diana@test.com,200,OK,Thread Group 1-99,text,true,,407,217,100,100,http://localhost:3000/api/dashboard,2,0,0
1775321589045,6,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-99,,true,,762,447,100,100,null,5,2988,2
1775321592041,4,Dashboard for eve@test.com,200,OK,Thread Group 1-7,text,true,,404,217,100,100,http://localhost:3000/api/dashboard,3,0,0
1775321588222,8,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-7,,true,,755,445,100,100,null,7,3816,2
1775321592043,3,Dashboard for diana@test.com,200,OK,Thread Group 1-69,text,true,,406,218,100,100,http://localhost:3000/api/dashboard,3,0,0
1775321588760,13,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-69,,true,,762,448,100,100,null,13,3274,2
1775321592095,3,Dashboard for alice@test.com,200,OK,Thread Group 1-46,text,true,,407,218,100,100,http://localhost:3000/api/dashboard,3,0,0
1775321588558,21,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-46,,true,,763,448,100,100,null,20,3521,2
1775321592106,2,Dashboard for eve@test.com,200,OK,Thread Group 1-40,text,true,,404,217,100,100,http://localhost:3000/api/dashboard,2,0,0
1775321588514,5,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-40,,true,,755,445,100,100,null,5,3590,1
1775321592109,2,Dashboard for charlie@test.com,200,OK,Thread Group 1-8,text,true,,409,218,100,100,http://localhost:3000/api/dashboard,2,0,0
1775321588223,7,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-8,,true,,769,450,100,100,null,7,3882,1
1775321592120,2,Dashboard for charlie@test.com,200,OK,Thread Group 1-63,text,true,,408,218,100,100,http://localhost:3000/api/dashboard,2,0,0
1775321588708,10,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-63,,true,,768,450,100,100,null,10,3405,2
1775321592130,2,Dashboard for eve@test.com,200,OK,Thread Group 1-75,text,true,,404,218,100,100,http://localhost:3000/api/dashboard,2,0,0
1775321588816,6,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-75,,true,,756,446,100,100,null,6,3310,0
1775321592210,4,Dashboard for alice@test.com,200,OK,Thread Group 1-71,text,true,,407,217,100,100,http://localhost:3000/api/dashboard,4,0,0
1775321588780,8,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-71,,true,,762,447,100,100,null,8,3428,1
1775321592230,6,Dashboard for eve@test.com,200,OK,Thread Group 1-30,text,true,,404,218,100,100,http://localhost:3000/api/dashboard,5,0,0
1775321588423,10,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-30,,true,,756,446,100,100,null,9,3804,1
1775321592238,2,Dashboard for diana@test.com,200,OK,Thread Group 1-64,text,true,,406,217,100,100,http://localhost:3000/api/dashboard,2,0,0
1775321588717,7,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-64,,true,,761,447,100,100,null,7,3517,2
1775321592255,3,Login with charlie@test.com,200,OK,Thread Group 1-10,text,true,,360,232,100,100,http://localhost:3000/api/login,3,0,1
1775321592265,2,Dashboard for bob@test.com,200,OK,Thread Group 1-5,text,true,,404,218,100,100,http://localhost:3000/api/dashboard,2,0,0
1775321588222,5,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-5,,true,,756,446,100,100,null,5,4041,1
1775321592281,2,Dashboard for diana@test.com,200,OK,Thread Group 1-44,text,true,,407,219,100,100,http://localhost:3000/api/dashboard,2,0,0
1775321588544,4,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-44,,true,,764,449,100,100,null,4,3736,1
1775321592300,3,Dashboard for eve@test.com,200,OK,Thread Group 1-15,text,true,,404,218,100,100,http://localhost:3000/api/dashboard,3,0,0
1775321588286,6,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-15,,true,,756,446,100,100,null,6,4011,1
1775321592326,2,Dashboard for bob@test.com,200,OK,Thread Group 1-3,text,true,,405,218,100,100,http://localhost:3000/api/dashboard,2,0,0
1775321588222,61,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-3,,true,,757,446,100,100,null,61,4045,1
1775321592328,2,Dashboard for charlie@test.com,200,OK,Thread Group 1-13,text,true,,408,218,100,100,http://localhost:3000/api/dashboard,2,0,0
1775321588270,27,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-13,,true,,768,450,100,100,null,27,4033,2
1775321592346,2,Dashboard for alice@test.com,200,OK,Thread Group 1-2,text,true,,406,217,100,100,http://localhost:3000/api/dashboard,2,0,0
1775321588222,5,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-2,,true,,761,447,100,100,null,5,4122,1
1775321592346,3,Dashboard for charlie@test.com,200,OK,Thread Group 1-33,text,true,,408,218,100,100,http://localhost:3000/api/dashboard,3,0,0
1775321588454,6,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-33,,true,,768,450,100,100,null,6,3889,1
1775321592376,4,Login with eve@test.com,200,OK,Thread Group 1-4,text,true,,352,228,100,100,http://localhost:3000/api/login,4,0,1
1775321592405,2,Dashboard for bob@test.com,200,OK,Thread Group 1-17,text,true,,405,218,100,100,http://localhost:3000/api/dashboard,2,0,0
1775321588305,6,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-17,,true,,757,446,100,100,null,6,4097,2
1775321592413,2,Dashboard for charlie@test.com,200,OK,Thread Group 1-73,text,true,,409,218,100,100,http://localhost:3000/api/dashboard,2,0,0
1775321588798,7,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-73,,true,,769,450,100,100,null,7,3611,2
1775321592433,3,Dashboard for alice@test.com,200,OK,Thread Group 1-21,text,true,,407,219,100,100,http://localhost:3000/api/dashboard,3,0,0
1775321588344,8,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-21,,true,,764,449,100,100,null,8,4085,2
1775321592511,2,Dashboard for bob@test.com,200,OK,Thread Group 1-97,text,true,,405,218,100,100,http://localhost:3000/api/dashboard,2,0,0
1775321589025,6,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-97,,true,,757,446,100,100,null,6,3483,2
1775321592514,2,Dashboard for diana@test.com,200,OK,Thread Group 1-34,text,true,,407,218,100,100,http://localhost:3000/api/dashboard,1,0,0
1775321588463,6,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-34,,true,,763,448,100,100,null,5,4047,1
1775321592530,4,Login with bob@test.com,200,OK,Thread Group 1-65,text,true,,351,228,100,100,http://localhost:3000/api/login,4,0,2
1775321592537,3,Dashboard for alice@test.com,200,OK,Thread Group 1-11,text,true,,406,217,100,100,http://localhost:3000/api/dashboard,3,0,0
1775321588252,7,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-11,,true,,761,447,100,100,null,7,4282,1
1775321592555,3,Dashboard for eve@test.com,200,OK,Thread Group 1-90,text,true,,405,218,100,100,http://localhost:3000/api/dashboard,3,0,0
1775321588959,7,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-90,,true,,757,446,100,100,null,7,3593,1
1775321592559,2,Dashboard for eve@test.com,200,OK,Thread Group 1-60,text,true,,405,217,100,100,http://localhost:3000/api/dashboard,2,0,0
1775321588683,7,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-60,,true,,756,445,100,100,null,7,3872,2
1775321592584,2,Dashboard for charlie@test.com,200,OK,Thread Group 1-28,text,true,,408,218,100,100,http://localhost:3000/api/dashboard,2,0,0
1775321588409,6,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-28,,true,,768,450,100,100,null,6,4172,1
1775321592588,2,Dashboard for charlie@test.com,200,OK,Thread Group 1-93,text,true,,408,218,100,100,http://localhost:3000/api/dashboard,2,0,0
1775321588986,6,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-93,,true,,768,450,100,100,null,5,3599,1
1775321592595,3,Dashboard for diana@test.com,200,OK,Thread Group 1-54,text,true,,406,218,100,100,http://localhost:3000/api/dashboard,3,0,0
1775321588626,7,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-54,,true,,762,448,100,100,null,7,3966,2
1775321592651,2,Dashboard for bob@test.com,200,OK,Thread Group 1-37,text,true,,405,217,100,100,http://localhost:3000/api/dashboard,2,0,0
1775321588486,4,Transaction Controller,200,"Number of samples in transaction : 3, number of failing samples : 0",Thread Group 1-37,,true,,756,445,100,100,null,4,4164,0
